Index,Room Number,Room Name,Room Unique ID,Polygon Points,Touching Wall Unique IDs,Area,Centroid,Level
510,HP-C51B,ADMIN CORR.,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,"[(5746.7172984128119, 1490.5498967638255), (5750.5454234685922, 1490.5498967638255), (5750.5454234685922, 1502.5863550854763), (5750.5467737537037, 1515.7582300177758), (5750.5454234685931, 1518.7634383908005), (5750.5454234685931, 1518.9457555569288), (5750.5454234685922, 1519.9509383908005), (5750.5454234685922, 1520.4529383908005), (5750.5454234685922, 1527.3519800574672), (5750.5454234685922, 1530.1644800574675), (5750.5454234685922, 1536.8374800574675), (5750.5454234685922, 1537.7414800574675), (5750.5454234685922, 1544.4144800574675), (5750.5454234685922, 1548.1159420437034), (5750.5454234685922, 1548.6179420437034), (5750.5454234685922, 1558.9304420040112), (5750.5454234685922, 1569.2429420040112), (5750.5454234685922, 1579.6491920040112), (5750.5454234685922, 1590.055441964319), (5750.5454234685922, 1597.2582300574668), (5745.165215079478, 1597.2582300574668), (5745.160006746145, 1597.2582300574668), (5745.160006746145, 1597.1280201375041), (5744.8318817461459, 1597.1280201375041), (5744.8318817461459, 1596.2894800971567), (5744.8318817461459, 1586.8363550574668), (5744.8318817461459, 1586.1332300971567), (5746.7172984128119, 1586.1332300971567), (5746.7172984128119, 1583.9665634304902), (5744.8318817461459, 1583.9665634304902), (5744.8318817461459, 1577.0967717241333), (5744.8318817461459, 1567.4196884304902), (5744.8318817461459, 1561.1332300691461), (5746.7172984128119, 1561.1332300691461), (5746.7172984128119, 1558.9665634024796), (5744.8318817461459, 1558.9665634024796), (5744.8318817461459, 1557.4196884304902), (5744.8318817461459, 1547.4196884304902), (5744.8318817461459, 1537.4196884304902), (5744.8318817461459, 1536.1332300691461), (5746.7172984128119, 1536.1332300691461), (5746.7172984128119, 1533.9665634024796), (5744.8318817461459, 1533.9665634024796), (5744.8318817461459, 1527.4196884304902), (5744.8318817461459, 1517.4196884304904), (5744.8318817461459, 1510.1332300691461), (5746.7172984128119, 1510.1332300691461), (5746.7172984128119, 1507.9665634024796), (5744.8318817461459, 1507.9665634024796), (5744.8318817461459, 1502.9561467638232), (5745.160006746145, 1502.9561467638232), (5745.165215079478, 1502.9561467638232), (5745.160006746145, 1502.5394801368464), (5744.6287567461459, 1502.5394801368464), (5744.6287567461459, 1493.1332300971583), (5746.7172984128119, 1493.1332300971583)]","['bf646c8c-df76-4866-b6ad-30e8362c0413-0098dfd9', 'abf60959-cf54-4009-8df7-5401cac6ca07-013fd3a5', 'abf60959-cf54-4009-8df7-5401cac6ca07-013fd3a5', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c2', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c2', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c2', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f6c2', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f694', '205700e4-72ea-4f03-93c0-54c74f78910e-0168165b', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2dec', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2dec', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2dec', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2dfc', 'e03a215d-9550-48c7-a4b1-84950f773570-0086c46b', 'e03a215d-9550-48c7-a4b1-84950f773570-0086c46b', '52e3d7de-bdc9-449f-a034-451f2768e26b-01621d36']",590.2126143453643,"(5747.7487392197791, 1544.0957249534258)",5
511,HP-C50B,PUBLIC CORR.,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e5,"[(5807.9360484407034, 1490.4107930512653), (5808.2381317740346, 1490.5498967638232), (5808.4380484407038, 1490.5498967638232), (5811.9412567461459, 1490.5498967638232), (5836.8630653607324, 1490.549896763823), (5877.3422984685913, 1490.5498967638227), (5877.3422984685913, 1501.6019800971553), (5836.9412568019297, 1501.6019801088357), (5829.3683656347248, 1501.6019801088357), (5829.1079234685967, 1501.6019801088357), (5817.2329234685903, 1501.6019800971555), (5814.7485484685931, 1501.6019800971555), (5814.7485484685931, 1502.5498967521428), (5807.1339651352619, 1502.5498967521428), (5807.1339651352619, 1509.6905217404581), (5788.0089651352619, 1509.6905217404581), (5788.0089651352619, 1502.7551620221459), (5787.133965135261, 1502.7459423975163), (5787.133965135261, 1498.7998967638257), (5786.7329234685913, 1498.7998967638257), (5786.7329234685913, 1489.8624770040335), (5806.9047984685922, 1489.8624770040335), (5806.9047984685931, 1490.4107930512653), (5807.6287312745753, 1490.4107930512653)]","['498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b7', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b7', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b7', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b7', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f892', '9b566b91-aa58-4b1d-b3a0-f7944dae9712-006b7abb', '9b566b91-aa58-4b1d-b3a0-f7944dae9712-006b7abb', 'dcd15c5b-e942-469f-bbaa-8b1e33974049-008804cb', '400b3dd1-21a0-4042-b99f-2a888619c67e-00cf9c67', '9b566b91-aa58-4b1d-b3a0-f7944dae9712-006b7995', 'f33a10cb-2f70-4d98-ac26-d52ad457b712-00a1e14c', '45e7bf7a-81f9-4ff2-85fc-75e539c1dd0e-00f2e2f6', 'ec613b57-802c-4da6-b615-2d8a075b621a-0116fd5e', '0d762c81-5694-435e-845a-a9423fc627a6-013a1515', '270bfeb8-e31e-4bfe-ab6d-5d89daf3113d-014d705b', '270bfeb8-e31e-4bfe-ab6d-5d89daf3113d-014d705b']",1177.2459680242464,"(5826.9661498253063, 1497.3016416203059)",5
512,HP5233,WEST ATRIUM,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e8,"[(5807.1339651352619, 1509.3916467404581), (5807.1339651352619, 1502.5498967521428), (5814.7485484685931, 1502.5498967521428), (5814.7485484685922, 1507.9040633744694), (5814.7485484685922, 1533.753021763823), (5814.7485484685922, 1533.9665634024796), (5814.7485484685922, 1536.2582300691461), (5817.3318818019297, 1536.2582300691461), (5817.3318818019297, 1543.1957300691461), (5817.3318818019297, 1546.5915634024796), (5817.3318818019297, 1558.8415634024809), (5814.9256318019252, 1558.8415634024798), (5814.9256318019252, 1561.1332300691461), (5814.9256318019252, 1562.7997513197197), (5817.3318818019297, 1562.7997513197197), (5817.3318818019297, 1568.1904793650249), (5817.3318818019297, 1568.1957131978199), (5817.3318818019297, 1568.4144631978199), (5817.3318818019297, 1571.2373798644867), (5814.9256318019252, 1571.2373798644867), (5814.9256318019252, 1575.4665633744619), (5814.9256318019252, 1577.7582300411284), (5817.2172984685913, 1577.7582300411284), (5817.2172984685913, 1578.9769800971642), (5817.2172984685913, 1594.8519801531779), (5814.9152151352582, 1594.8519801531779), (5814.9152151352582, 1597.5498967241335), (5807.7381318019279, 1597.5498967241335), (5807.7381318019279, 1510.1332300971562), (5807.1339651352619, 1510.1332300971562)]","['9b566b91-aa58-4b1d-b3a0-f7944dae9712-006b7995', '9b566b91-aa58-4b1d-b3a0-f7944dae9712-006b7993', '9b566b91-aa58-4b1d-b3a0-f7944dae9712-006b7993', '9b566b91-aa58-4b1d-b3a0-f7944dae9712-006b7993', 'b1ad8d95-af87-4602-a7d5-3719bef61b59-008fc087', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f9c3', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f9c3', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f9c3', '0f43b8d8-8c1c-47e3-ae17-a8c6b4274866-00d460eb', '0f43b8d8-8c1c-47e3-ae17-a8c6b4274866-00d4603f', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f9c6', '775a8367-8cb6-431f-8b71-08852f24c19b-0065faaf', '2a968e9b-5467-45ab-a726-a3a8baf9ebeb-01665613', '2a968e9b-5467-45ab-a726-a3a8baf9ebeb-01665613', '19fe9871-07b5-4002-a61a-88dd413fc0b4-00ce89f5', '17539961-5e6b-4ec8-adb9-c8428d7a8a5c-00fbacba', '19fe9871-07b5-4002-a61a-88dd413fc0b4-00ce8a1e', '100d2829-c0fb-497a-9205-b61995e00312-00b1d345', '100d2829-c0fb-497a-9205-b61995e00312-00b1d30a', '100d2829-c0fb-497a-9205-b61995e00312-00b1d2fe', '100d2829-c0fb-497a-9205-b61995e00312-00b1d2fe', '100d2829-c0fb-497a-9205-b61995e00312-00b1d309', '100d2829-c0fb-497a-9205-b61995e00312-00b1d346', '67940578-292e-4ca7-90fd-e324d28b1fe0-013f38b0']",795.2141765626147,"(5811.9667424230784, 1552.0748532325638)",5
513,HP5100B,RECEPTION,167b647e-c970-4fec-aba6-167f350d9545-008e3c51,"[(5745.165215079478, 1597.5498967241335), (5745.165215079478, 1597.2582300574668), (5750.7485484685922, 1597.2582300574668), (5750.7485484685922, 1597.6019800971578), (5772.024590135261, 1597.6019800971578), (5772.5265901352614, 1597.6019800971578), (5777.4288401352605, 1597.6019800971578), (5777.727715135261, 1597.6019800971578), (5777.727715135261, 1597.8487717638245), (5777.727715135261, 1599.758230057467), (5777.727715135261, 1600.5764211914191), (5772.1912568019288, 1600.5764211914191), (5772.1912568019288, 1609.5498967638255), (5772.1912568019288, 1611.5498967241333), (5772.1912568019288, 1613.7790633908003), (5762.69646513526, 1613.7790633908003), (5760.1443818019279, 1613.7790633908003), (5758.930840135261, 1613.7790633908003), (5758.930840135261, 1610.7894800574697), (5750.5557331123191, 1610.7894800574697), (5746.7172984685913, 1610.7894800574697), (5746.7172984685913, 1609.9665634304899), (5745.165215079478, 1609.9665634304899), (5745.165215079478, 1609.5394800971567), (5744.6287567461459, 1609.5394800971567), (5744.6287567461459, 1597.5603133908003), (5745.160006746145, 1597.5603133908003), (5745.160006746145, 1597.5498967241335)]","['775a8367-8cb6-431f-8b71-08852f24c19b-0065f6b0', 'ef8ee73c-3cba-4c36-b4b2-71ef690105b8-007a50a2', 'ef8ee73c-3cba-4c36-b4b2-71ef690105b8-007a50a2', 'ef8ee73c-3cba-4c36-b4b2-71ef690105b8-007a50a2', '205700e4-72ea-4f03-93c0-54c74f78910e-0168165c', '205700e4-72ea-4f03-93c0-54c74f78910e-01681658', '205700e4-72ea-4f03-93c0-54c74f78910e-01681659', 'd4bc17b6-4013-4469-bf1c-c11a6e2ac16b-0086ad0c']",419.5853278953582,"(5759.7461976899876, 1604.699869174083)",5
514,HP-EL-1,ELEVATOR,5c1cfe9a-7356-4ee9-a7ec-333e5b2d8bf0-00b869eb,"[(5873.5610484686003, 1593.4665633744614), (5862.7277151352664, 1593.4665633744614), (5862.7277151352664, 1585.6384384024796), (5873.5610484686003, 1585.6384384024796)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655afd', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a1537', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f898']",84.80468719825149,"(5868.1443817608269, 1589.5525008774164)",5
515,HP5020,EQUIP.,86b73b17-7390-4f21-a8ed-1c1247bdfcc6-00b88c1a,"[(5811.7381317461459, 1490.1436467638232), (5808.2381317740364, 1490.1436467638232), (5808.2381317740364, 1489.8013925518037), (5808.2381317740364, 1489.5498969846788), (5807.6339651073704, 1489.5498969846788), (5807.6339651073704, 1481.7061467521435), (5808.5506318019252, 1481.7061467521435), (5808.5506318019252, 1484.133230085477), (5810.7172984685913, 1484.133230085477), (5810.7172984685913, 1481.7061467521435), (5811.7381317461459, 1481.7061467521435)]","['498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b7', '270bfeb8-e31e-4bfe-ab6d-5d89daf3113d-014d7159', '270bfeb8-e31e-4bfe-ab6d-5d89daf3113d-014d7159', '0d762c81-5694-435e-845a-a9423fc627a6-013a18a6', '21827dcf-85c2-4076-8eba-22439aeca401-0094c33b', '21827dcf-85c2-4076-8eba-22439aeca401-0094c33b', '21827dcf-85c2-4076-8eba-22439aeca401-0094c372']",29.0115016810596,"(5809.7171277631332, 1486.4211330891924)",5
516,HP5005,COLLAB,4f3ff57c-08dc-4a37-9347-9ef8d0602b44-00b8948b,"[(5880.7172984685913, 1434.1332300854767), (5880.7172984685913, 1433.7373967638232), (5881.1339651352582, 1433.7373967638232), (5881.1339651352582, 1431.2790634304897), (5913.1652151352582, 1431.2790634304895), (5913.1652151352582, 1431.9665633907994), (5913.1652151352582, 1434.1332300574659), (5913.1652151352582, 1438.4769805388664), (5910.456881801947, 1438.4769805388664), (5887.1339651352655, 1438.4769805388664), (5875.7068818019234, 1438.4769805388664), (5875.7068818019234, 1433.7373967638232), (5878.5506318019252, 1433.7373967638232), (5878.5506318019252, 1434.1332300854767)]","['86fab957-a5da-4c31-998a-3e9570e1f824-00869b34', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459c8', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', '968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb6b7', '86fab957-a5da-4c31-998a-3e9570e1f824-00869b34']",255.4227596251294,"(5895.3222991107814, 1435.0049694499935)",5
517,HP5110UA,CLO.,9066caa9-697b-4982-86f2-9bd0364c1dbf-00c16b76,"[(5880.7172985243706, 1637.7269800971565), (5880.7172985243706, 1635.9665634304899), (5878.5506318577045, 1635.9665634304899), (5878.5506318577045, 1637.7269800971565), (5875.7225067763948, 1637.7269800971565), (5875.7225067763948, 1632.2946883908005), (5881.7277150794807, 1632.2946883908005), (5881.7277150794807, 1632.397771067966), (5881.7277150794807, 1637.7269800971565)]","['540be934-1850-4782-be5e-07938eb64491-01531779', 'ba831953-ab96-4132-a9be-093afd6c2829-006d23cb', 'a1faa311-1cda-4393-a9d1-4c85bfb7dd45-01780cd9', '9a61cb41-29fd-46ce-bf24-ad4c8b416263-014c39c9', '9a61cb41-29fd-46ce-bf24-ad4c8b416263-014c39c9', '540be934-1850-4782-be5e-07938eb64491-0153177b']",28.807807149365544,"(5878.6047759761514, 1634.7677508492543)",5
518,HP4154E,PANTRY,74e6a02b-6e32-4a83-9c8b-b6cf1951b059-00c94b41,"[(5777.727715135261, 1620.1946888432851), (5780.6639203122159, 1620.1946888432851), (5780.6639203122159, 1631.9092717241335), (5777.727715135261, 1631.9092717241335)]","['f9a0c3c9-c8ed-43bf-80b7-e56a6762e93b-008fd2ca', '8d763c66-d1cf-487f-934b-865de9bf3ac1-01152440', '92c7d861-c77f-4b60-9827-ec74f2e788d3-00cf593e']",34.39641890116036,"(5779.1958176929184, 1626.0519802749809)",5
519,HP5010A,JAN,3594f68d-5d49-43fa-8487-da461b132818-011e0d2f,"[(5839.2330139052792, 1586.4405217638246), (5834.6655406561022, 1586.4405217638246), (5834.6655406561022, 1582.4405217638246), (5846.2172984685958, 1582.4405217638246), (5846.2172984685958, 1586.4405217638246), (5840.2330139052792, 1586.4405217638246)]","['9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00712054', 'bfe3bfa8-ab16-426f-8764-237687edc34e-00b11c7e', '3422f254-796a-42d1-a841-450fc3d710b6-01129066', 'bfe3bfa8-ab16-426f-8764-237687edc34e-00b11c88', '9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00712054', '9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00712054']",46.20703125,"(5840.4414195613181, 1584.4405217634862)",5
520,HP5207,EQUIP.,3da8a856-0d02-4128-9e6a-2bf658a48bf6-014f4f36,"[(5815.1027151352591, 1507.8415633744694), (5815.1027151352591, 1502.5498967521428), (5815.1027151352591, 1502.0082300971555), (5816.9777151352573, 1502.0082300971555), (5816.9777151352573, 1507.8415633744703)]","['9b566b91-aa58-4b1d-b3a0-f7944dae9712-006b7995', '9b566b91-aa58-4b1d-b3a0-f7944dae9712-006b7995', '400b3dd1-21a0-4042-b99f-2a888619c67e-00cf9c67', '9b566b91-aa58-4b1d-b3a0-f7944dae9712-006b7998', '141da426-42e3-4962-9d83-ec73134b21d4-01560e96']",10.937499893829226,"(5816.0402153343175, 1504.9248967874423)",5
521,HP6344,SIM: MH,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb1a,"[(5915.4777151352655, 1476.2165634304893), (5930.8943818019425, 1476.2165634304893), (5930.8943818019425, 1485.6696884188127), (5927.8215795285414, 1485.6696884188127), (5927.8215795285414, 1490.1331962836123), (5915.4777151352655, 1490.1331962836123), (5915.4777151352655, 1484.01343841881), (5915.4777151352655, 1481.96656341881)]","['f69586f3-7c89-4f69-89d7-3b26012c29aa-00341a2a', '4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c16f1b', '67e31432-bb3b-461c-a3a7-ea40fbf330fb-00711387', '33afc0de-f027-4dda-bf80-d356d9ea8ac9-00725fdf', '33afc0de-f027-4dda-bf80-d356d9ea8ac9-00725fe1', 'f69586f3-7c89-4f69-89d7-3b26012c29aa-00341a54', 'f69586f3-7c89-4f69-89d7-3b26012c29aa-00341a54', 'f69586f3-7c89-4f69-89d7-3b26012c29aa-00341a54']",200.83261270448563,"(5922.7645482302078, 1482.8520883607782)",6
522,HP6351,EXAM,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb28,"[(5902.2485484685985, 1471.4040633907991), (5891.9152151352655, 1471.4040633907991), (5891.9152151352655, 1459.6853133907991), (5902.2485484685985, 1459.6853133907991)]","['8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb03', 'd171d697-1e2f-4a83-9892-ed6280763c21-00803a9d', 'd171d697-1e2f-4a83-9892-ed6280763c21-00803a9e', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb11']",121.09375,"(5897.0818818019743, 1465.5446883907932)",6
523,HP6353,EXAM,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb36,"[(5912.9881318019325, 1471.4040633907994), (5902.6547984685985, 1471.4040633907991), (5902.6547984685985, 1459.6853133907991), (5912.9881318019325, 1459.6853133907994)]","['8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb03', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb11', 'd171d697-1e2f-4a83-9892-ed6280763c21-00803a9e', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb05']",121.09375,"(5907.821465135472, 1465.5446883907932)",6
524,HP6355,EXAM,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb44,"[(5923.7277151352655, 1471.4040633907994), (5913.3943818019325, 1471.4040633907994), (5913.3943818019325, 1459.6853133907994), (5915.2172984685913, 1459.6853133907994), (5923.7277151352655, 1459.6853133907994), (5923.7277151352655, 1464.6748967241329)]","['8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb03', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb05', 'd171d697-1e2f-4a83-9892-ed6280763c21-00803a9e', 'd171d697-1e2f-4a83-9892-ed6280763c21-00803a9e', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb07', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb07']",121.09375,"(5918.5610484684767, 1465.5446883907728)",6
525,HP6362,EXAM,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb52,"[(5955.9464651352655, 1450.5186467521439), (5953.8475068019325, 1450.5186467521439), (5945.6131318019343, 1450.5186467521437), (5945.6131318019343, 1438.5915634188102), (5955.9464651352655, 1438.5915634188104)]","['8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0a', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0a', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0f', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0b', '7cbb3b65-3975-4b7e-9122-8d37a9f4dbdf-0042601f']",123.24652777891606,"(5950.779798449882, 1444.5551050809609)",6
526,HP6357,EXAM,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb60,"[(5935.1339651352664, 1471.4040633907994), (5924.1339651352655, 1471.4040633907994), (5924.1339651352655, 1464.8519800574661), (5925.3214651352655, 1464.8519800574661), (5925.3214651352655, 1459.6853133907994), (5935.1339651352664, 1459.6853133907994)]","['8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb03', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb07', '27f024f6-42ee-4e57-89a9-e1a2e6665bce-00f479fe', '27f024f6-42ee-4e57-89a9-e1a2e6665bce-00f479f3', 'd171d697-1e2f-4a83-9892-ed6280763c21-00803a9e', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb08']",122.77083333395422,"(5929.8791527419899, 1465.7084070835451)",6
527,HP6359,EXAM,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb6e,"[(5949.8735484685994, 1471.4040633907994), (5935.5402151352664, 1471.4040633907994), (5935.5402151352664, 1459.6853133907994), (5949.8735484685994, 1459.6853133907994)]","['8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb03', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb08', 'd171d697-1e2f-4a83-9892-ed6280763c21-00803a9e', 'f69586f3-7c89-4f69-89d7-3b26012c29aa-003431cf']",167.96875,"(5942.7068818018715, 1465.5446883907762)",6
528,HP6363,SP LOUNGE,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb89,"[(5962.1339652475872, 1434.1853134188102), (5961.2172984685913, 1434.1853134188102), (5961.2172984685913, 1431.9665633907994), (5959.0506318019252, 1431.9665633907994), (5959.0506318019252, 1434.1853134188102), (5941.6131318019306, 1434.1853134188102), (5941.6131318019306, 1433.7894800854767), (5939.2954234686013, 1433.7894800854767), (5939.2954234686013, 1430.62281341881), (5939.4204234686013, 1430.62281341881), (5939.4204234686013, 1424.5394800854767), (5941.6131318019306, 1424.5394800854767), (5941.6131318019306, 1424.1332300854767), (5939.3579234686013, 1424.1332300854767), (5938.9933401352682, 1424.1332300854767), (5937.1235484685976, 1424.1332300854767), (5937.1235484685976, 1424.5394800854767), (5938.6912568019352, 1424.5394800854767), (5938.6912568019352, 1430.62281341881), (5938.6912568019352, 1433.7894800854767), (5937.1235484685976, 1433.7894800854767), (5937.1235484685976, 1434.1853134188102), (5933.6235484685913, 1434.1853134188102), (5933.6235484685913, 1426.4092717521435), (5933.6235484685913, 1420.5498969026555), (5962.1339652475872, 1420.5498969026553)]","['54e12ca3-5beb-4a11-8ec5-9797d7109a6c-00908540', 'f04988d7-a666-4a15-a51c-481a7715b74c-00754b64', '47277603-2bb6-427c-8f77-a911e79fcab1-00c16cec', 'becbf5fd-63ae-4023-bbaa-ce4f313ddbdf-009058e1', 'becbf5fd-63ae-4023-bbaa-ce4f313ddbdf-009058e1', 'becbf5fd-63ae-4023-bbaa-ce4f313ddbdf-009058e1', 'becbf5fd-63ae-4023-bbaa-ce4f313ddbdf-009058e1', 'becbf5fd-63ae-4023-bbaa-ce4f313ddbdf-009058e1', 'f04988d7-a666-4a15-a51c-481a7715b74c-00754b64', 'f04988d7-a666-4a15-a51c-481a7715b74c-00754b64', '54e12ca3-5beb-4a11-8ec5-9797d7109a6c-00908540', 'becbf5fd-63ae-4023-bbaa-ce4f313ddbdf-00905d9a', 'becbf5fd-63ae-4023-bbaa-ce4f313ddbdf-00905d9a', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e09f16', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a01e']",373.9941378030926,"(5947.9532706674936, 1427.2502732535083)",6
529,HP6360,EXAM,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb9e,"[(5945.2068818019343, 1450.5186467521437), (5934.8735484686022, 1450.5186467521437), (5934.8735484686022, 1438.5915634188102), (5945.2068818019343, 1438.5915634188102)]","['8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0a', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0e', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0b', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0f']",123.24652777612208,"(5940.0402151616399, 1444.5551050918245)",6
530,HP6358,EXAM,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcbb6,"[(5934.4672984686022, 1450.5186467521437), (5924.1339651352582, 1450.5186467521437), (5924.1339651352582, 1438.5915634188102), (5934.4672984686022, 1438.5915634188102)]","['8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0a', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0d', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0b', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0e']",123.24652777798474,"(5929.3006318007419, 1444.5551050851866)",6
531,HP6356,EXAM,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcbb8,"[(5923.7277151352582, 1450.5186467521437), (5913.3943818019343, 1450.5186467521437), (5913.3943818019343, 1438.5915634188102), (5923.7277151352582, 1438.5915634188102)]","['8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0a', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0c', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0b', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0d']",123.24652777984738,"(5918.5610484337203, 1444.5551050769768)",6
