vi,vi Room Number,vi Room Name,vi Room Unique ID,vj,vj Room Number,vj Room Name,vj Room Unique ID,Access,Connecting Centroids Distance
562,HP6306,CONTROL,c82672cd-897e-4bd6-b9f0-6a0f1ffc6248-002ec24d,567,HP6302,STORAGE,19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00331bd5,1,23.41100897
562,HP6306,CONTROL,c82672cd-897e-4bd6-b9f0-6a0f1ffc6248-002ec24d,600,HP-C63A,PATIENT UNIT CORRIDOR,faf824cd-3b0a-40f1-a617-bdfc3f559c86-00550199,1,16.87493599
563,HP6318,CONTROL,c82672cd-897e-4bd6-b9f0-6a0f1ffc6248-002ec296,579,HP-C63B,PATIENT UNIT CORRIDOR,d08dea9a-c945-4f25-ba65-da521d60c1ba-00469304,1,19.26975158
564,HP6312,CONTROL,c82672cd-897e-4bd6-b9f0-6a0f1ffc6248-002ec29f,576,HP6310,BREAK /OFFICE,9c366077-349c-4b85-95f7-9501b769eaa4-0043c40f,0,9.615473152
564,HP6312,CONTROL,c82672cd-897e-4bd6-b9f0-6a0f1ffc6248-002ec29f,579,HP-C63B,PATIENT UNIT CORRIDOR,d08dea9a-c945-4f25-ba65-da521d60c1ba-00469304,1,45.14543989
565,HP6326,CONTROL,c82672cd-897e-4bd6-b9f0-6a0f1ffc6248-002ec2aa,579,HP-C63B,PATIENT UNIT CORRIDOR,d08dea9a-c945-4f25-ba65-da521d60c1ba-00469304,1,41.29298186
565,HP6326,CONTROL,c82672cd-897e-4bd6-b9f0-6a0f1ffc6248-002ec2aa,622,HP6330,MULTIPATIENT SIMULATION,6395fdc8-7d96-46bd-a0bc-28ab67edeec9-00be7941,1,28.44776845
566,HP6320,CONTROL,c82672cd-897e-4bd6-b9f0-6a0f1ffc6248-002ec2b3,579,HP-C63B,PATIENT UNIT CORRIDOR,d08dea9a-c945-4f25-ba65-da521d60c1ba-00469304,1,14.73584595
567,HP6302,STORAGE,19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00331bd5,585,HP6015,ELECT,a83e5733-447c-485e-b2eb-e5ad46d359db-004783c4,1,14.38642731
567,HP6302,STORAGE,19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00331bd5,586,HP6017,DATA,a83e5733-447c-485e-b2eb-e5ad46d359db-004783c5,0,10.42023604
567,HP6302,STORAGE,19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00331bd5,600,HP-C63A,PATIENT UNIT CORRIDOR,faf824cd-3b0a-40f1-a617-bdfc3f559c86-00550199,1,12.56180939
568,HP-EL-2,ELEVATOR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e3660,611,HP6002,EAST ATRIUM,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089be27,1,37.63409622
568,HP-EL-2,ELEVATOR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e3660,621,HP-EL-1,ELEVATOR,5c1cfe9a-7356-4ee9-a7ec-333e5b2d8bf0-00b86a9d,1,7.916666647
569,HP6307,SIM: LD,6705ee8c-facf-410d-b7b9-fbbe4ac49775-00421fbc,570,HP6307A,SIM: LD BATH,6705ee8c-facf-410d-b7b9-fbbe4ac49775-00421fbf,1,15.98197428
569,HP6307,SIM: LD,6705ee8c-facf-410d-b7b9-fbbe4ac49775-00421fbc,571,HP6305,CONTROL,6705ee8c-facf-410d-b7b9-fbbe4ac49775-00421fd6,0,16.11954439
569,HP6307,SIM: LD,6705ee8c-facf-410d-b7b9-fbbe4ac49775-00421fbc,579,HP-C63B,PATIENT UNIT CORRIDOR,d08dea9a-c945-4f25-ba65-da521d60c1ba-00469304,0,32.42915916
569,HP6307,SIM: LD,6705ee8c-facf-410d-b7b9-fbbe4ac49775-00421fbc,594,HP-C60A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2b3,0,69.24029926
569,HP6307,SIM: LD,6705ee8c-facf-410d-b7b9-fbbe4ac49775-00421fbc,601,HP6300,PATIENT UNIT CORRIDOR,faf824cd-3b0a-40f1-a617-bdfc3f559c86-005501b4,1,14.78388348
569,HP6307,SIM: LD,6705ee8c-facf-410d-b7b9-fbbe4ac49775-00421fbc,611,HP6002,EAST ATRIUM,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089be27,0,69.71515832
571,HP6305,CONTROL,6705ee8c-facf-410d-b7b9-fbbe4ac49775-00421fd6,600,HP-C63A,PATIENT UNIT CORRIDOR,faf824cd-3b0a-40f1-a617-bdfc3f559c86-00550199,1,12.19820632
571,HP6305,CONTROL,6705ee8c-facf-410d-b7b9-fbbe4ac49775-00421fd6,601,HP6300,PATIENT UNIT CORRIDOR,faf824cd-3b0a-40f1-a617-bdfc3f559c86-005501b4,1,16.59148096
571,HP6305,CONTROL,6705ee8c-facf-410d-b7b9-fbbe4ac49775-00421fd6,603,HP6301,SIMULATION AV EQUIPMENT,23bc774d-9703-4cfc-91d0-ca2ae2385d36-007228fd,0,10.01550802
571,HP6305,CONTROL,6705ee8c-facf-410d-b7b9-fbbe4ac49775-00421fd6,604,HP6303,STORAGE,23bc774d-9703-4cfc-91d0-ca2ae2385d36-0072290e,1,6.945206821
572,HP6329,SUPPLY,6773639c-9b42-4945-ba92-0031657181cc-00423869,622,HP6330,MULTIPATIENT SIMULATION,6395fdc8-7d96-46bd-a0bc-28ab67edeec9-00be7941,1,30.20749421
572,HP6329,SUPPLY,6773639c-9b42-4945-ba92-0031657181cc-00423869,626,HP-C60C,CORRIDOR,4f93459d-87bb-438e-8ed8-b827dc809597-016effb2,1,15.51810755
573,HP6354,EXAM,7cbb3b65-3975-4b7e-9122-8d37a9f4dbdf-00425cae,574,HP6352,DEBRIEF / PREBRIEF (SP open),7cbb3b65-3975-4b7e-9122-8d37a9f4dbdf-00426887,1,13.32420347
573,HP6354,EXAM,7cbb3b65-3975-4b7e-9122-8d37a9f4dbdf-00425cae,577,HP-C63D,EXAM SUITE CORRIDOR,9c366077-349c-4b85-95f7-9501b769eaa4-0043c99b,1,16.32520186
574,HP6352,DEBRIEF / PREBRIEF (SP open),7cbb3b65-3975-4b7e-9122-8d37a9f4dbdf-00426887,577,HP-C63D,EXAM SUITE CORRIDOR,9c366077-349c-4b85-95f7-9501b769eaa4-0043c99b,1,27.54702659
575,HP6346,SP CONTROL,ac9d02d6-eaa6-40d3-a423-9994b1fbc6cc-0042d080,577,HP-C63D,EXAM SUITE CORRIDOR,9c366077-349c-4b85-95f7-9501b769eaa4-0043c99b,1,33.45724158
575,HP6346,SP CONTROL,ac9d02d6-eaa6-40d3-a423-9994b1fbc6cc-0042d080,606,HP6348,SIM STAFF,f04988d7-a666-4a15-a51c-481a7715b74c-00755a8c,0,12.81931776
576,HP6310,BREAK /OFFICE,9c366077-349c-4b85-95f7-9501b769eaa4-0043c40f,579,HP-C63B,PATIENT UNIT CORRIDOR,d08dea9a-c945-4f25-ba65-da521d60c1ba-00469304,1,43.08725822
577,HP-C63D,EXAM SUITE CORRIDOR,9c366077-349c-4b85-95f7-9501b769eaa4-0043c99b,578,HP6369,SP STORAGE,3cd687a1-e134-47f3-89b8-4a07257f0e1c-00468dd7,1,28.78514319
577,HP-C63D,EXAM SUITE CORRIDOR,9c366077-349c-4b85-95f7-9501b769eaa4-0043c99b,592,HP-ST-601,STAIR 01,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2a7,1,47.74722771
577,HP-C63D,EXAM SUITE CORRIDOR,9c366077-349c-4b85-95f7-9501b769eaa4-0043c99b,602,HP6342,CONTROL,b5f9e4e1-0446-4f7b-90b2-e755a6b823aa-00718920,1,25.54436662
577,HP-C63D,EXAM SUITE CORRIDOR,9c366077-349c-4b85-95f7-9501b769eaa4-0043c99b,606,HP6348,SIM STAFF,f04988d7-a666-4a15-a51c-481a7715b74c-00755a8c,1,42.89131208
577,HP-C63D,EXAM SUITE CORRIDOR,9c366077-349c-4b85-95f7-9501b769eaa4-0043c99b,611,HP6002,EAST ATRIUM,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089be27,1,98.90950905
577,HP-C63D,EXAM SUITE CORRIDOR,9c366077-349c-4b85-95f7-9501b769eaa4-0043c99b,614,HP6365,SP DRESSING,21827dcf-85c2-4076-8eba-22439aeca401-0094c417,1,27.33957009
578,HP6369,SP STORAGE,3cd687a1-e134-47f3-89b8-4a07257f0e1c-00468dd7,614,HP6365,SP DRESSING,21827dcf-85c2-4076-8eba-22439aeca401-0094c417,1,11.4347223
579,HP-C63B,PATIENT UNIT CORRIDOR,d08dea9a-c945-4f25-ba65-da521d60c1ba-00469304,594,HP-C60A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2b3,0,95.47619364
579,HP-C63B,PATIENT UNIT CORRIDOR,d08dea9a-c945-4f25-ba65-da521d60c1ba-00469304,599,HP-ST-602,STAIR 02,6922bfcd-f9f2-4f2d-9253-d98429ee199d-004cecda,1,18.49089995
579,HP-C63B,PATIENT UNIT CORRIDOR,d08dea9a-c945-4f25-ba65-da521d60c1ba-00469304,611,HP6002,EAST ATRIUM,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089be27,1,65.35508849
579,HP-C63B,PATIENT UNIT CORRIDOR,d08dea9a-c945-4f25-ba65-da521d60c1ba-00469304,622,HP6330,MULTIPATIENT SIMULATION,6395fdc8-7d96-46bd-a0bc-28ab67edeec9-00be7941,1,69.59351458
580,HP6123,WS,21958d62-3273-46ac-b7c7-ea989ee8612c-00477d46,581,HP6125,WS,21958d62-3273-46ac-b7c7-ea989ee8612c-00477d47,1,7.244791652
580,HP6123,WS,21958d62-3273-46ac-b7c7-ea989ee8612c-00477d46,582,HP6127,WS,21958d62-3273-46ac-b7c7-ea989ee8612c-00477d75,1,14.95818407
581,HP6125,WS,21958d62-3273-46ac-b7c7-ea989ee8612c-00477d47,582,HP6127,WS,21958d62-3273-46ac-b7c7-ea989ee8612c-00477d75,1,7.713433534
583,HP6100T,CLO.,21958d62-3273-46ac-b7c7-ea989ee8612c-00477da3,593,HP-ST-603,STAIR 03,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2b0,0,16.84159957
583,HP6100T,CLO.,21958d62-3273-46ac-b7c7-ea989ee8612c-00477da3,613,HP-C61A,ADMIN CORR.,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089c145,1,28.77423341
584,HP6011,TOILET,a83e5733-447c-485e-b2eb-e5ad46d359db-004783c3,587,HP6013,TOILET,a83e5733-447c-485e-b2eb-e5ad46d359db-004783c7,1,8.078243773
584,HP6011,TOILET,a83e5733-447c-485e-b2eb-e5ad46d359db-004783c3,594,HP-C60A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2b3,1,12.49654902
584,HP6011,TOILET,a83e5733-447c-485e-b2eb-e5ad46d359db-004783c3,613,HP-C61A,ADMIN CORR.,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089c145,1,42.02001515
585,HP6015,ELECT,a83e5733-447c-485e-b2eb-e5ad46d359db-004783c4,586,HP6017,DATA,a83e5733-447c-485e-b2eb-e5ad46d359db-004783c5,0,13.63855064
585,HP6015,ELECT,a83e5733-447c-485e-b2eb-e5ad46d359db-004783c4,594,HP-C60A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2b3,1,21.6955572
586,HP6017,DATA,a83e5733-447c-485e-b2eb-e5ad46d359db-004783c5,594,HP-C60A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2b3,1,32.56524883
586,HP6017,DATA,a83e5733-447c-485e-b2eb-e5ad46d359db-004783c5,600,HP-C63A,PATIENT UNIT CORRIDOR,faf824cd-3b0a-40f1-a617-bdfc3f559c86-00550199,0,16.3225843
587,HP6013,TOILET,a83e5733-447c-485e-b2eb-e5ad46d359db-004783c7,594,HP-C60A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2b3,1,15.03569289
589,HP6100Q,OFFICE,0ecb5947-ac96-4b12-aa87-c41974f6cf03-00493b2f,613,HP-C61A,ADMIN CORR.,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089c145,1,53.86085166
590,HP6010,TOILET,b2367e07-78e0-4885-b538-0c268e3ab3b6-0049e563,591,HP6012,TOILET,b2367e07-78e0-4885-b538-0c268e3ab3b6-0049e564,1,22.49045003
590,HP6010,TOILET,b2367e07-78e0-4885-b538-0c268e3ab3b6-0049e563,594,HP-C60A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2b3,0,16.91535845
590,HP6010,TOILET,b2367e07-78e0-4885-b538-0c268e3ab3b6-0049e563,625,HP6010A,MAINT CLOSET,8edae312-eefb-4042-83af-5fef4d13a235-00f52ec2,1,11.89949477
591,HP6012,TOILET,b2367e07-78e0-4885-b538-0c268e3ab3b6-0049e564,594,HP-C60A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2b3,1,25.3962003
591,HP6012,TOILET,b2367e07-78e0-4885-b538-0c268e3ab3b6-0049e564,607,HP2302P,DF,ec0268b4-53e9-4764-8bf5-5fd07d9eb683-007abad8,1,9.903844824
591,HP6012,TOILET,b2367e07-78e0-4885-b538-0c268e3ab3b6-0049e564,608,HP2302Q,VENDING / TRASH+RECYCLING,ec0268b4-53e9-4764-8bf5-5fd07d9eb683-007abae6,1,17.89914277
591,HP6012,TOILET,b2367e07-78e0-4885-b538-0c268e3ab3b6-0049e564,625,HP6010A,MAINT CLOSET,8edae312-eefb-4042-83af-5fef4d13a235-00f52ec2,1,11.38846247
592,HP-ST-601,STAIR 01,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2a7,622,HP6330,MULTIPATIENT SIMULATION,6395fdc8-7d96-46bd-a0bc-28ab67edeec9-00be7941,1,35.44087253
592,HP-ST-601,STAIR 01,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2a7,626,HP-C60C,CORRIDOR,4f93459d-87bb-438e-8ed8-b827dc809597-016effb2,1,22.33911039
593,HP-ST-603,STAIR 03,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2b0,613,HP-C61A,ADMIN CORR.,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089c145,1,14.07876589
594,HP-C60A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2b3,597,HP6100,ADMIN ENTRY,cac56560-baa1-4997-99a9-6340b42fb4c3-004cec43,0,50.29470521
594,HP-C60A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2b3,600,HP-C63A,PATIENT UNIT CORRIDOR,faf824cd-3b0a-40f1-a617-bdfc3f559c86-00550199,1,47.55281261
594,HP-C60A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2b3,603,HP6301,SIMULATION AV EQUIPMENT,23bc774d-9703-4cfc-91d0-ca2ae2385d36-007228fd,1,47.64422917
594,HP-C60A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2b3,604,HP6303,STORAGE,23bc774d-9703-4cfc-91d0-ca2ae2385d36-0072290e,1,50.28222169
594,HP-C60A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2b3,607,HP2302P,DF,ec0268b4-53e9-4764-8bf5-5fd07d9eb683-007abad8,1,17.60082854
594,HP-C60A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2b3,608,HP2302Q,VENDING / TRASH+RECYCLING,ec0268b4-53e9-4764-8bf5-5fd07d9eb683-007abae6,1,35.04907858
594,HP-C60A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2b3,610,HP6001,WEST ATRIUM,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089bda6,1,54.79383614
594,HP-C60A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2b3,611,HP6002,EAST ATRIUM,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089be27,0,77.70665168
594,HP-C60A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2b3,613,HP-C61A,ADMIN CORR.,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089c145,1,49.19769995
594,HP-C60A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2b3,615,HP6100A,DEAN'S EXECUTIVE EDUCATION,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c8682,0,64.71246824
597,HP6100,ADMIN ENTRY,cac56560-baa1-4997-99a9-6340b42fb4c3-004cec43,615,HP6100A,DEAN'S EXECUTIVE EDUCATION,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c8682,0,28.70471347
597,HP6100,ADMIN ENTRY,cac56560-baa1-4997-99a9-6340b42fb4c3-004cec43,620,HP6100Y,WAITING / PREFUNCTION,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c86f7,1,20.35914942
600,HP-C63A,PATIENT UNIT CORRIDOR,faf824cd-3b0a-40f1-a617-bdfc3f559c86-00550199,601,HP6300,PATIENT UNIT CORRIDOR,faf824cd-3b0a-40f1-a617-bdfc3f559c86-005501b4,1,26.17624368
600,HP-C63A,PATIENT UNIT CORRIDOR,faf824cd-3b0a-40f1-a617-bdfc3f559c86-00550199,603,HP6301,SIMULATION AV EQUIPMENT,23bc774d-9703-4cfc-91d0-ca2ae2385d36-007228fd,1,11.93305478
600,HP-C63A,PATIENT UNIT CORRIDOR,faf824cd-3b0a-40f1-a617-bdfc3f559c86-00550199,604,HP6303,STORAGE,23bc774d-9703-4cfc-91d0-ca2ae2385d36-0072290e,1,5.674878742
601,HP6300,PATIENT UNIT CORRIDOR,faf824cd-3b0a-40f1-a617-bdfc3f559c86-005501b4,604,HP6303,STORAGE,23bc774d-9703-4cfc-91d0-ca2ae2385d36-0072290e,1,22.55968861
602,HP6342,CONTROL,b5f9e4e1-0446-4f7b-90b2-e755a6b823aa-00718920,605,HP6344A,STORAGE,33afc0de-f027-4dda-bf80-d356d9ea8ac9-00726c95,1,7.350858393
603,HP6301,SIMULATION AV EQUIPMENT,23bc774d-9703-4cfc-91d0-ca2ae2385d36-007228fd,604,HP6303,STORAGE,23bc774d-9703-4cfc-91d0-ca2ae2385d36-0072290e,1,7.774808032
605,HP6344A,STORAGE,33afc0de-f027-4dda-bf80-d356d9ea8ac9-00726c95,611,HP6002,EAST ATRIUM,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089be27,1,66.51164471
605,HP6344A,STORAGE,33afc0de-f027-4dda-bf80-d356d9ea8ac9-00726c95,626,HP-C60C,CORRIDOR,4f93459d-87bb-438e-8ed8-b827dc809597-016effb2,1,14.50128396
607,HP2302P,DF,ec0268b4-53e9-4764-8bf5-5fd07d9eb683-007abad8,608,HP2302Q,VENDING / TRASH+RECYCLING,ec0268b4-53e9-4764-8bf5-5fd07d9eb683-007abae6,1,18.28645828
609,HP6100U,PANTRY,7e555230-ff80-42a6-a364-082c52ffbb80-007daa90,613,HP-C61A,ADMIN CORR.,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089c145,0,13.24628287
610,HP6001,WEST ATRIUM,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089bda6,612,HP-C60B,PUBLIC CORR.,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089c142,1,57.849309
611,HP6002,EAST ATRIUM,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089be27,612,HP-C60B,PUBLIC CORR.,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089c142,1,79.60588237
611,HP6002,EAST ATRIUM,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089be27,621,HP-EL-1,ELEVATOR,5c1cfe9a-7356-4ee9-a7ec-333e5b2d8bf0-00b86a9d,1,44.60255976
611,HP6002,EAST ATRIUM,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089be27,623,HP6201,LOCKERS,9a6503e7-5e21-449b-9cfe-c2d8121d7161-00d45b6c,0,27.14629891
611,HP6002,EAST ATRIUM,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089be27,626,HP-C60C,CORRIDOR,4f93459d-87bb-438e-8ed8-b827dc809597-016effb2,1,61.84201251
615,HP6100A,DEAN'S EXECUTIVE EDUCATION,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c8682,618,HP-C61B,ADMIN CORRIDOR,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c8686,1,20.2288123
615,HP6100A,DEAN'S EXECUTIVE EDUCATION,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c8682,620,HP6100Y,WAITING / PREFUNCTION,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c86f7,1,29.16544393
616,HP6100B,DEAN,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c8683,617,HP6100C,ADMIN. COORD.,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c8684,1,17.40482365
616,HP6100B,DEAN,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c8683,618,HP-C61B,ADMIN CORRIDOR,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c8686,1,13.51679871
617,HP6100C,ADMIN. COORD.,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c8684,618,HP-C61B,ADMIN CORRIDOR,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c8686,1,17.36864952
617,HP6100C,ADMIN. COORD.,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c8684,624,HP6100D,TOILET,da8a46d6-1136-4470-b5ba-f309ba37c83c-00e26f28,1,8.979313638
618,HP-C61B,ADMIN CORRIDOR,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c8686,624,HP6100D,TOILET,da8a46d6-1136-4470-b5ba-f309ba37c83c-00e26f28,1,19.88388322
619,HP6100X,COLLAB HUB,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c86e9,620,HP6100Y,WAITING / PREFUNCTION,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c86f7,0,19.39132663
619,HP6100X,COLLAB HUB,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c86e9,624,HP6100D,TOILET,da8a46d6-1136-4470-b5ba-f309ba37c83c-00e26f28,0,10.87448597
620,HP6100Y,WAITING / PREFUNCTION,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c86f7,624,HP6100D,TOILET,da8a46d6-1136-4470-b5ba-f309ba37c83c-00e26f28,0,19.40104717
622,HP6330,MULTIPATIENT SIMULATION,6395fdc8-7d96-46bd-a0bc-28ab67edeec9-00be7941,626,HP-C60C,CORRIDOR,4f93459d-87bb-438e-8ed8-b827dc809597-016effb2,1,39.1392779
57,HP2200A,VESTIBULE HP2200A,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac986,35,HP2202,AUDITORIUM,c186d33f-1f56-48f9-9a56-be5a652e9237-00305be5,1,44.261721
57,HP2200A,VESTIBULE HP2200A,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac986,53,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,1,18.71569159
157,HP3120K,OFFICE HP3120K,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,85,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,1,64.87440963
157,HP3120K,OFFICE HP3120K,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,86,HP3120E,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e8,1,42.6999449
157,HP3120K,OFFICE HP3120K,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,87,HP3120F,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e9,1,31.52599766
157,HP3120K,OFFICE HP3120K,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,88,HP3120G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ea,1,20.8015515
157,HP3120K,OFFICE HP3120K,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,89,HP3120J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ec,1,10.49139961
58,HP2203,CLASSROOM STORAGE HP2203,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac989,53,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,1,62.04288165
620,HP6100Y,WAITING / PREFUNCTION HP6100Y,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c86f7,615,HP6100A,DEAN'S EXECUTIVE EDUCATION,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c8682,1,29.16544393
59,HP2310A,AV CLO. HP2310A,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac98f,36,HP2310,CLASSROOM,a28d7aad-0a5d-48a0-8058-eda071dcaf8f-003132e1,1,26.06667499
60,HP2306A,AV CLO. HP2306A,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac992,32,HP2306,CLASSROOM,a19b267a-8cbf-406d-9dd0-35f3a116abea-002c436b,1,25.30135581
61,HP2304A,AV CLO. HP2304A,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac995,31,HP2304,CLASSROOM,a19b267a-8cbf-406d-9dd0-35f3a116abea-002c4368,1,24.47117118
482,HP5110E,OFFICE HP5110E,8761029a-7949-451f-bead-5894f98e32b0-00486c40,476,HP5110C,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486bfa,1,19.85963059
482,HP5110E,OFFICE HP5110E,8761029a-7949-451f-bead-5894f98e32b0-00486c40,474,HP5110D,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486bf4,1,10
265,HP4140C,STAFF OFFICE HP4140C,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b9,246,HP4140E,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a0,1,20.53626363
265,HP4140C,STAFF OFFICE HP4140C,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b9,251,HP4140D,STAFF OFFICE,8a8fbecc-27a0-454f-b487-b9ad6dd89786-002cc8c2,1,10.42650739
22,HP0014,MAINTENANCE SHOP HP0014,c8c59508-fbc4-421f-8f17-658645ecbfc6-00a8c8d2,6,HP0010,MECHANICAL,cdfbc36f-396e-4ecc-980b-ac13b08f3161-004a2d95,1,69.19594461
219,HP3306A,AV CLO. HP3306A,daeff68d-d9a4-462e-b027-bf3b609bf202-006b0bcc,80,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,1,22.64133579
414,HP5209,MAKERSPACE MEDIA LAB HP5209,02e8bcb1-d354-4633-936e-deb3c8a27a36-002bfcca,412,HP5205,FOUNDATION SKILLS,6acf317e-b7cb-4225-a9ba-636eea3772fe-002be051,1,37.56909171
238,HP3207,DATA HP3207,8f8a98cb-64bc-42ae-9d99-d208628062c0-009af99c,229,HP-C30B,PUBLIC CORR.,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-008469ef,1,13.98303502
220,HP3310A,AV CLO. HP3310A,daeff68d-d9a4-462e-b027-bf3b609bf202-006b0beb,76,HP3310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc79,1,22.82618647
175,HP3120S,OFFICE HP3120S,66012009-ce1e-488e-95c7-106a3df10f70-003bac5a,104,HP3120Y,OFFICE,68c653fb-30e1-494c-bec5-0fa0e8d41836-002e1f52,1,39.546875
175,HP3120S,OFFICE HP3120S,66012009-ce1e-488e-95c7-106a3df10f70-003bac5a,150,HP3120P,CHAIR OFFICE,fa7b4a67-9991-4750-8563-132eb7ac0cc5-003609f4,1,32.2334277
