vi,vi Room Number,vi Room Name,vi Room Unique ID,vj,vj Room Number,vj Room Name,vj Room Unique ID,Access,Connecting Centroids Distance
326,HP4140M,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d6a1,396,HP-C41F,ADMIN CORR.,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089b131,1,61.44295593
327,HP4140G,STAFF OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d85e,397,HP5226,ADMIN CORR.,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089b134,1,13.67929
328,HP4120B,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde4,329,HP4120E,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde5,1,22.17968734
328,HP4120B,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde4,330,HP4120F,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde6,1,33.35363918
328,HP4120B,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde4,331,HP4120G,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde7,1,44.07812477
328,HP4120B,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde4,332,HP4120J,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde8,1,54.38822375
328,HP4120B,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde4,334,HP4120M,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddea,1,75.69359622
328,HP4120B,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde4,336,HP4120D,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddf8,1,11.11225385
328,HP4120B,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde4,369,HP4120K,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486840,1,64.87941203
328,HP4120B,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde4,374,HP-C40A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af441,1,50.3904285
328,HP4120B,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde4,377,HP-C41C,"ADMIN CORR,",8df684a3-eb47-49ac-8d34-df8266b25986-004ce710,1,42.47848195
328,HP4120B,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde4,380,HP4100,ADMIN ENTRY,8df684a3-eb47-49ac-8d34-df8266b25986-004ce719,1,12.5895176
328,HP4120B,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde4,410,HP4130D,STORAGE,8343925d-5711-40d8-9237-2d3241ec6fe6-00d17f7c,1,85.12559457
329,HP4120E,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde5,330,HP4120F,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde6,1,11.1740434
329,HP4120E,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde5,331,HP4120G,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde7,1,21.89843743
329,HP4120E,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde5,332,HP4120J,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde8,1,32.2085591
329,HP4120E,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde5,334,HP4120M,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddea,1,53.51391865
329,HP4120E,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde5,336,HP4120D,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddf8,1,11.06778642
329,HP4120E,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde5,369,HP4120K,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486840,1,42.69973898
329,HP4120E,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde5,374,HP-C40A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af441,1,59.693803
329,HP4120E,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde5,377,HP-C41C,"ADMIN CORR,",8df684a3-eb47-49ac-8d34-df8266b25986-004ce710,1,21.09997952
329,HP4120E,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde5,380,HP4100,ADMIN ENTRY,8df684a3-eb47-49ac-8d34-df8266b25986-004ce719,1,34.76876232
329,HP4120E,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde5,410,HP4130D,STORAGE,8343925d-5711-40d8-9237-2d3241ec6fe6-00d17f7c,1,62.94591914
330,HP4120F,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde6,331,HP4120G,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde7,1,10.72467518
330,HP4120F,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde6,332,HP4120J,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde8,1,21.03459822
330,HP4120F,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde6,334,HP4120M,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddea,1,42.3399798
330,HP4120F,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde6,336,HP4120D,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddf8,1,22.24151644
330,HP4120F,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde6,369,HP4120K,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486840,1,31.52579176
330,HP4120F,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde6,374,HP-C40A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af441,1,66.68262517
330,HP4120F,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde6,377,HP-C41C,"ADMIN CORR,",8df684a3-eb47-49ac-8d34-df8266b25986-004ce710,1,11.5769086
330,HP4120F,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde6,380,HP4100,ADMIN ENTRY,8df684a3-eb47-49ac-8d34-df8266b25986-004ce719,1,45.9428
330,HP4120F,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde6,410,HP4130D,STORAGE,8343925d-5711-40d8-9237-2d3241ec6fe6-00d17f7c,1,51.77197173
331,HP4120G,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde7,332,HP4120J,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde8,1,10.31023981
331,HP4120G,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde7,334,HP4120M,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddea,1,31.61550433
331,HP4120G,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde7,336,HP4120D,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddf8,1,32.96610639
331,HP4120G,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde7,369,HP4120K,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486840,1,20.80134556
331,HP4120G,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde7,374,HP-C40A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af441,1,74.42956538
331,HP4120G,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde7,377,HP-C41C,"ADMIN CORR,",8df684a3-eb47-49ac-8d34-df8266b25986-004ce710,1,8.274926807
331,HP4120G,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde7,380,HP4100,ADMIN ENTRY,8df684a3-eb47-49ac-8d34-df8266b25986-004ce719,1,56.66710266
331,HP4120G,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde7,410,HP4130D,STORAGE,8343925d-5711-40d8-9237-2d3241ec6fe6-00d17f7c,1,41.0475061
332,HP4120J,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde8,334,HP4120M,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddea,1,21.30538182
332,HP4120J,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde8,336,HP4120D,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddf8,1,43.27611315
332,HP4120J,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde8,369,HP4120K,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486840,1,10.49119371
332,HP4120J,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde8,374,HP-C40A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af441,1,82.44086187
332,HP4120J,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde8,377,HP-C41C,"ADMIN CORR,",8df684a3-eb47-49ac-8d34-df8266b25986-004ce710,1,14.97091205
332,HP4120J,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde8,380,HP4100,ADMIN ENTRY,8df684a3-eb47-49ac-8d34-df8266b25986-004ce719,1,66.97728985
332,HP4120J,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde8,410,HP4130D,STORAGE,8343925d-5711-40d8-9237-2d3241ec6fe6-00d17f7c,1,30.73737412
333,HP4120T,STAFF OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde9,335,HP4120H,STAFF OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddf1,0,10.63802084
333,HP4120T,STAFF OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde9,399,HP-C41B,ADMIN CORR.,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,1,12.12041383
334,HP4120M,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddea,336,HP4120D,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddf8,1,64.58149496
334,HP4120M,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddea,369,HP4120K,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486840,1,10.81418812
334,HP4120M,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddea,374,HP-C40A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af441,1,100.3951432
334,HP4120M,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddea,377,HP-C41C,"ADMIN CORR,",8df684a3-eb47-49ac-8d34-df8266b25986-004ce710,1,34.89108998
334,HP4120M,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddea,380,HP4100,ADMIN ENTRY,8df684a3-eb47-49ac-8d34-df8266b25986-004ce719,1,88.282605
334,HP4120M,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddea,410,HP4130D,STORAGE,8343925d-5711-40d8-9237-2d3241ec6fe6-00d17f7c,1,9.432001895
335,HP4120H,STAFF OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddf1,377,HP-C41C,"ADMIN CORR,",8df684a3-eb47-49ac-8d34-df8266b25986-004ce710,1,12.12750981
336,HP4120D,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddf8,369,HP4120K,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486840,1,53.76730685
336,HP4120D,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddf8,374,HP-C40A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af441,1,54.06658359
336,HP4120D,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddf8,377,HP-C41C,"ADMIN CORR,",8df684a3-eb47-49ac-8d34-df8266b25986-004ce710,1,31.64593758
336,HP4120D,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddf8,380,HP4100,ADMIN ENTRY,8df684a3-eb47-49ac-8d34-df8266b25986-004ce719,1,23.70170149
336,HP4120D,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddf8,410,HP4130D,STORAGE,8343925d-5711-40d8-9237-2d3241ec6fe6-00d17f7c,1,74.01348422
337,HP4010A,JAN,333415c1-b105-4983-be56-18432592632a-00472206,338,HP4010,TOILET,333415c1-b105-4983-be56-18432592632a-00472207,1,11.92370913
337,HP4010A,JAN,333415c1-b105-4983-be56-18432592632a-00472206,339,HP4012,TOILET,333415c1-b105-4983-be56-18432592632a-00472208,1,11.38934433
338,HP4010,TOILET,333415c1-b105-4983-be56-18432592632a-00472207,339,HP4012,TOILET,333415c1-b105-4983-be56-18432592632a-00472208,1,22.51177187
338,HP4010,TOILET,333415c1-b105-4983-be56-18432592632a-00472207,374,HP-C40A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af441,0,16.62225062
339,HP4012,TOILET,333415c1-b105-4983-be56-18432592632a-00472208,372,HP-C40AA,VENDING / TRASH+RECYCLING,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004aef07,1,17.92426234
339,HP4012,TOILET,333415c1-b105-4983-be56-18432592632a-00472208,374,HP-C40A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af441,1,25.73539696
340,HP4013,TOILET,0d260a51-9937-4198-9d34-e7c16045e406-00476802,342,HP4011,TOILET,0d260a51-9937-4198-9d34-e7c16045e406-00476806,0,8.054580918
340,HP4013,TOILET,0d260a51-9937-4198-9d34-e7c16045e406-00476802,374,HP-C40A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af441,1,15.43797024
340,HP4013,TOILET,0d260a51-9937-4198-9d34-e7c16045e406-00476802,386,HP4101,WORKRM/STOR,a05fb23f-c6e1-479f-a1ac-3774cb666868-005b1a97,1,10.8220408
341,HP4015,ELECT,0d260a51-9937-4198-9d34-e7c16045e406-00476803,374,HP-C40A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af441,1,22.28450661
341,HP4015,ELECT,0d260a51-9937-4198-9d34-e7c16045e406-00476803,381,HP4017,DATA,a05fb23f-c6e1-479f-a1ac-3774cb666868-005b1a36,0,13.46119213
342,HP4011,TOILET,0d260a51-9937-4198-9d34-e7c16045e406-00476806,348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,1,33.69662989
342,HP4011,TOILET,0d260a51-9937-4198-9d34-e7c16045e406-00476806,374,HP-C40A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af441,0,12.60915702
342,HP4011,TOILET,0d260a51-9937-4198-9d34-e7c16045e406-00476806,386,HP4101,WORKRM/STOR,a05fb23f-c6e1-479f-a1ac-3774cb666868-005b1a97,1,11.26404867
343,HP4110U,CONF(12),0d260a51-9937-4198-9d34-e7c16045e406-0047680f,348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,1,76.30911962
343,HP4110U,CONF(12),0d260a51-9937-4198-9d34-e7c16045e406-0047680f,374,HP-C40A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af441,1,46.8568509
343,HP4110U,CONF(12),0d260a51-9937-4198-9d34-e7c16045e406-0047680f,381,HP4017,DATA,a05fb23f-c6e1-479f-a1ac-3774cb666868-005b1a36,0,13.0379313
343,HP4110U,CONF(12),0d260a51-9937-4198-9d34-e7c16045e406-0047680f,406,HP4110UA,CLO.,9066caa9-697b-4982-86f2-9bd0364c1dbf-00c16b4c,1,13.972011
344,HP4121A,WS,0d260a51-9937-4198-9d34-e7c16045e406-00476d64,345,HP4121B,WS,0d260a51-9937-4198-9d34-e7c16045e406-00476d65,0,7.614583348
344,HP4121A,WS,0d260a51-9937-4198-9d34-e7c16045e406-00476d64,347,HP4121C,WS,0d260a51-9937-4198-9d34-e7c16045e406-00476da1,0,15.40557608
345,HP4121B,WS,0d260a51-9937-4198-9d34-e7c16045e406-00476d65,347,HP4121C,WS,0d260a51-9937-4198-9d34-e7c16045e406-00476da1,0,7.791141018
346,HP4110A,CONF(8),0d260a51-9937-4198-9d34-e7c16045e406-00476d8e,348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,1,34.51557455
346,HP4110A,CONF(8),0d260a51-9937-4198-9d34-e7c16045e406-00476d8e,400,HP4100B,RECEPTION,167b647e-c970-4fec-aba6-167f350d9545-008e3aba,0,19.07201024
348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,349,HP4110G,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486545,1,45.8114874
348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,350,HP4110H,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486546,1,36.44469624
348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,351,HP4110J,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486547,1,27.08318513
348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,352,HP4110K,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486548,1,18.43157352
348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,353,HP4110M,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486549,1,18.15213232
348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,354,HP4110N,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048654a,1,26.08400593
348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,355,HP4110P,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048654b,1,35.31964332
348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,356,HP4110D,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048654c,1,60.72495375
348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,357,HP4110Q,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486551,1,44.55348743
348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,358,HP4110C,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486554,1,62.40059334
348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,360,HP4110R,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048656a,1,54.19716022
348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,361,HP4110S,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048656e,1,63.95038012
348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,362,HP4110T,CHAIR OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048656f,1,75.810118
348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,364,HP4110E,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486606,1,60.5740005
348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,373,HP-ST-403,STAIR 03,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af43e,1,9.00429923
348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,374,HP-C40A,PUBLIC CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af441,1,41.74882578
348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,386,HP4101,WORKRM/STOR,a05fb23f-c6e1-479f-a1ac-3774cb666868-005b1a97,1,33.3020911
348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,403,HP4110Z,NICHE,f865b1a8-17dc-4c9a-869a-0c4dd4373e0b-00b7aae8,0,20.0982333
348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,404,HP4110B,CLO.,f865b1a8-17dc-4c9a-869a-0c4dd4373e0b-00b7ab76,1,24.69314101
348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,406,HP4110UA,CLO.,9066caa9-697b-4982-86f2-9bd0364c1dbf-00c16b4c,0,79.06681391
348,HP-C41A,ADMIN CORR.,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,409,HP4154B,PANTRY,739429f0-a021-4431-bc00-a5f2350a5074-00c9318f,0,20.95159758
349,HP4110G,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486545,350,HP4110H,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486546,1,9.880208327
349,HP4110G,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486545,351,HP4110J,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486547,1,20.16674958
350,HP4110H,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486546,351,HP4110J,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486547,1,10.28654125
351,HP4110J,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486547,352,HP4110K,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486548,1,10.63520129
352,HP4110K,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486548,363,HP4110L,COLLAB,8761029a-7949-451f-bead-5894f98e32b0-004865ee,0,13.2554148
353,HP4110M,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486549,354,HP4110N,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048654a,1,9.87488807
353,HP4110M,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486549,355,HP4110P,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048654b,1,20.03900357
353,HP4110M,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486549,357,HP4110Q,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486551,1,29.87473633
353,HP4110M,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486549,360,HP4110R,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048656a,1,39.8747175
353,HP4110M,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486549,361,HP4110S,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048656e,1,49.87470628
353,HP4110M,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486549,363,HP4110L,COLLAB,8761029a-7949-451f-bead-5894f98e32b0-004865ee,0,12.89886165
354,HP4110N,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048654a,355,HP4110P,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048654b,1,10.16430581
354,HP4110N,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048654a,357,HP4110Q,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486551,1,20.00000004
354,HP4110N,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048654a,360,HP4110R,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048656a,1,30
354,HP4110N,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048654a,361,HP4110S,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048656e,1,40.00000004
355,HP4110P,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048654b,357,HP4110Q,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486551,1,9.838174616
355,HP4110P,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048654b,360,HP4110R,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048656a,1,19.83753922
355,HP4110P,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048654b,361,HP4110S,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048656e,1,29.83732977
356,HP4110D,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048654c,358,HP4110C,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486554,1,9.858520373
356,HP4110D,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048654c,364,HP4110E,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486606,1,9.99999999
357,HP4110Q,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486551,360,HP4110R,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048656a,1,9.999999965
357,HP4110Q,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486551,361,HP4110S,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048656e,1,20
358,HP4110C,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486554,364,HP4110E,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486606,1,19.85842175
359,HP4120P,CHAIR OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486563,399,HP-C41B,ADMIN CORR.,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,1,40.86361824
360,HP4110R,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048656a,361,HP4110S,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048656e,1,10.00000004
361,HP4110S,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048656e,362,HP4110T,CHAIR OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048656f,0,12.06580333
365,HP4140FF,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486832,366,HP4140EE,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486833,1,9.999999991
365,HP4140FF,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486832,367,HP4140DD,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486834,1,19.99999999
365,HP4140FF,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486832,368,HP4140GG,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486835,1,10
365,HP4140FF,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486832,370,HP4140HH,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486845,1,19.91872747
365,HP4140FF,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486832,371,HP4140CC,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048688b,1,29.99999999
365,HP4140FF,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486832,396,HP-C41F,ADMIN CORR.,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089b131,1,82.10415908
365,HP4140FF,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486832,398,HP-C41D,ADMIN CORR.,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089b137,1,8.890782543
